school_sector,school_code,school_name,school_grade_range,school_enrollment_SY1819,school_star_score_SY1819,school_star_rating_SY1819,school_capacity_SY1819,school_unfilled_seats_SY1819,school_latitude,school_longitude,school_cluster,school_ward,school_grade_band,school_enrollment_SY1718,school_star_score_SY1718,school_star_rating_SY1718,school_capacity_SY1718,school_unfilled_seats_SY1718,attnd_count_truancy_aged_students_SY1819,attnd_absence_1-5_SY1819,attnd_absence_6-10_SY1819,attnd_absence_11-20_SY1819,attnd_absence_20+_SY1819,attnd_count_truancy_aged_students_SY1718,attnd_absence_1-5_SY1718,attnd_absence_6-10_SY1718,attnd_absence_11-20_SY1718,attnd_absence_20+_SY1718,school_budgeted_amount_FY16,school_budgeted_enrollment_FY16,school_budgeted_amount_FY17,school_budgeted_enrollment_FY17,school_capacity_pct_SY1819,school_capacity_pct_SY1718,students_with_absences_SY1819,students_with_absences_SY1718,pct_of_absences_1-5_SY1819,pct_of_student_absences_1-5_SY1819,pct_of_absences_6-10_SY1819,pct_of_student_absences_6-10_SY1819,pct_of_absences_11-20_SY1819,pct_of_student_absences_11-20_SY1819,pct_of_absences_20+_SY1819,pct_of_student_absences_20+_SY1819,pct_of_absences_1-5_SY1718,pct_of_absences_6-10_SY1718,pct_of_absences_11-20_SY1718,pct_of_absences_20+_SY1718,pct_of_student_absences_1-5_SY1718,pct_of_student_absences_6-10_SY1718,pct_of_student_absences_11-20_SY1718,pct_of_student_absences_20+_SY1718
DCPS,258,Hearst Elementary School,PK4-5th,331.0,66.61,4.0,344.0,13.0,38.94072265,-77.07195522,Cluster 15,Ward 3,Elementary,312.0,75.17,4.0,344.0,32.0,303,172.0,24.0,5.0,,278.0,183.0,24.0,5.0,0.0,7331423.969367942,3000.0,3675236.0,2703376.0,0.9622093023255814,0.9069767441860465,,212.0,,0.5196374622356495,,0.07250755287009064,,0.015105740181268883,,,0.8632075471698113,0.11320754716981132,0.02358490566037736,0.0,0.5865384615384616,0.07692307692307693,0.016025641025641024,0.0
DCPS,249,Hendley Elementary School,PK3-5th,366.0,35.84,2.0,479.0,113.0,38.82898591,-76.99918485,Cluster 39,Ward 8,Elementary,379.0,27.46,2.0,479.0,100.0,365,84.0,121.0,104.0,31.0,387.0,82.0,108.0,115.0,75.0,11042737.178587636,5100.0,5644737.0,3831414.0,0.7640918580375783,0.791231732776618,340.0,380.0,0.24705882352941178,0.22950819672131148,0.3558823529411765,0.33060109289617484,0.3058823529411765,0.28415300546448086,0.09117647058823529,0.08469945355191257,0.21578947368421053,0.28421052631578947,0.3026315789473684,0.19736842105263158,0.21635883905013192,0.2849604221635884,0.3034300791556728,0.19788918205804748
DCPS,251,Houston Elementary School,PK3-5th,277.0,26.18,2.0,0.0,0.0,38.90541532,-76.92994765,Cluster 31,Ward 7,Elementary,269.0,30.0,2.0,419.0,150.0,226,100.0,57.0,38.0,5.0,227.0,92.0,64.0,47.0,20.0,7296074.686244477,2910.0,3809965.0,2275149.0,inf,0.6420047732696897,200.0,223.0,0.5,0.36101083032490977,0.285,0.20577617328519857,0.19,0.1371841155234657,0.025,0.018050541516245487,0.4125560538116592,0.28699551569506726,0.21076233183856502,0.08968609865470852,0.3420074349442379,0.2379182156133829,0.17472118959107807,0.07434944237918216
DCPS,252,Hyde-Addison Elementary School,PK3-5th,352.0,60.69,4.0,0.0,0.0,38.92282623,-77.02659252,Cluster 2,Ward 1,Elementary,320.0,87.57,5.0,0.0,0.0,318,167.0,38.0,5.0,18.0,272.0,172.0,43.0,5.0,0.0,6897653.434736639,3220.0,3331477.0,2867084.0,inf,inf,228.0,220.0,0.7324561403508771,0.4744318181818182,0.16666666666666666,0.10795454545454546,0.021929824561403508,0.014204545454545454,0.07894736842105263,0.05113636363636364,0.7818181818181819,0.19545454545454546,0.022727272727272728,0.0,0.5375,0.134375,0.015625,0.0
DCPS,480,Inspiring Youth Program (formerly Incarcerated Youth Program),Alternative,32.0,,,0.0,0.0,38.88343091,-76.97637892,Cluster 26,Ward 7,Adult/Alt,40.0,,,0.0,0.0,,,,,,,,,,,2850521.996726983,240.0,,,inf,inf,,,,,,,,,,,,,,,,,,
DCPS,339,1,PK3-5th,477.0,50.77,3.0,513.0,36.0,38.902758,-76.99658902,Cluster 25,Ward 6,Elementary,509.0,59.25,3.0,513.0,4.0,399,146.0,108.0,83.0,,421.0,180.0,120.0,71.0,23.0,11515283.958114004,4930.0,5906913.0,4219416.0,0.9298245614035088,0.9922027290448343,,394.0,,0.3060796645702306,,0.22641509433962265,,0.1740041928721174,,,0.45685279187817257,0.30456852791878175,0.1802030456852792,0.0583756345177665,0.35363457760314343,0.2357563850687623,0.13948919449901767,0.04518664047151277
DCPS,254,Janney Elementary School,PK4-5th,739.0,83.03,5.0,722.0,0.0,38.94755042,-77.08099483,Cluster 11,Ward 3,Elementary,737.0,88.2,5.0,722.0,0.0,687,427.0,24.0,5.0,5.0,680.0,506.0,24.0,5.0,0.0,13141750.0,7300.0,6602473.0,5039961.0,1.0235457063711912,1.020775623268698,461.0,535.0,0.9262472885032538,0.577807848443843,0.052060737527114966,0.03247631935047361,0.010845986984815618,0.006765899864682003,0.010845986984815618,0.006765899864682003,0.9457943925233645,0.044859813084112146,0.009345794392523364,0.0,0.6865671641791045,0.032564450474898234,0.0067842605156037995,0.0
DCPS,416,"Johnson, John Hayden Middle School",6th-8th,275.0,25.55,2.0,744.0,469.0,38.85133691,-76.98370368,Cluster 38,Ward 8,Middle,255.0,21.01,2.0,744.0,489.0,321,37.0,72.0,121.0,62.0,293.0,74.0,92.0,76.0,48.0,8849974.481769396,2990.0,4256026.0,2532462.0,0.3696236559139785,0.34274193548387094,292.0,290.0,0.1267123287671233,0.13454545454545455,0.2465753424657534,0.26181818181818184,0.4143835616438356,0.44,0.21232876712328766,0.22545454545454546,0.25517241379310346,0.31724137931034485,0.2620689655172414,0.16551724137931034,0.2901960784313726,0.3607843137254902,0.2980392156862745,0.18823529411764706
DCPS,421,Kelly Miller Middle School,6th-8th,482.0,25.91,2.0,720.0,238.0,38.89331541,-76.93245515,Cluster 31,Ward 7,Middle,387.0,20.45,2.0,720.0,333.0,557,89.0,118.0,175.0,,470.0,152.0,104.0,125.0,75.0,12895960.001537124,5650.0,6125581.0,3515590.0,0.6694444444444444,0.5375,,456.0,,0.18464730290456433,,0.24481327800829875,,0.3630705394190871,,,0.3333333333333333,0.22807017543859648,0.2741228070175439,0.16447368421052633,0.39276485788113696,0.268733850129199,0.32299741602067183,0.1937984496124031
DCPS,257,Ketcham Elementary School,PK3-5th,300.0,42.18,3.0,325.0,25.0,38.86604269,-76.98362116,Cluster 28,Ward 8,Elementary,310.0,49.0,3.0,325.0,15.0,256,57.0,67.0,69.0,89.0,269.0,67.0,88.0,90.0,20.0,7445356.124901836,3200.0,3911474.0,2687586.0,0.9230769230769231,0.9538461538461539,282.0,265.0,0.20212765957446807,0.19,0.2375886524822695,0.22333333333333333,0.24468085106382978,0.23,0.31560283687943264,0.2966666666666667,0.2528301886792453,0.3320754716981132,0.33962264150943394,0.07547169811320754,0.2161290322580645,0.2838709677419355,0.2903225806451613,0.06451612903225806
DCPS,272,Key Elementary School,PK4-5th,399.0,76.58,4.0,532.0,133.0,38.92680184,-77.10052732,Cluster 13,Ward 3,Elementary,417.0,76.61,4.0,432.0,15.0,364,203.0,24.0,5.0,171.0,386.0,259.0,32.0,5.0,0.0,7272976.524901374,3950.0,3793751.0,3247182.0,0.75,0.9652777777777778,403.0,296.0,0.5037220843672456,0.5087719298245614,0.05955334987593052,0.06015037593984962,0.01240694789081886,0.012531328320802004,0.42431761786600497,0.42857142857142855,0.875,0.10810810810810811,0.016891891891891893,0.0,0.6211031175059952,0.07673860911270983,0.011990407673860911,0.0
DCPS,259,Kimball Elementary School,PK3-5th,343.0,60.14,4.0,0.0,0.0,38.87906828,-76.93761631,Cluster 33,Ward 7,Elementary,325.0,27.81,2.0,0.0,0.0,316,185.0,88.0,20.0,44.0,303.0,180.0,91.0,15.0,5.0,8034221.706259391,3520.0,4136103.0,3049204.0,inf,inf,337.0,291.0,0.5489614243323442,0.5393586005830904,0.26112759643916916,0.2565597667638484,0.05934718100890208,0.05830903790087463,0.13056379821958458,0.1282798833819242,0.6185567010309279,0.3127147766323024,0.05154639175257732,0.01718213058419244,0.5538461538461539,0.28,0.046153846153846156,0.015384615384615385
DCPS,344,"King, M L Elementary School",PK3-5th,295.0,35.37,2.0,444.0,149.0,38.84244319,-76.99823899,Cluster 39,Ward 8,Elementary,346.0,25.44,2.0,444.0,98.0,270,53.0,57.0,86.0,5.0,312.0,86.0,72.0,90.0,50.0,9129363.996213082,3880.0,4995703.0,3514917.0,0.6644144144144144,0.7792792792792793,201.0,298.0,0.263681592039801,0.17966101694915254,0.2835820895522388,0.19322033898305085,0.42786069651741293,0.29152542372881357,0.024875621890547265,0.01694915254237288,0.28859060402684567,0.24161073825503357,0.30201342281879195,0.16778523489932887,0.24855491329479767,0.20809248554913296,0.26011560693641617,0.14450867052023122
DCPS,417,Kramer Middle School,6th-8th,208.0,1.61,1.0,600.0,392.0,38.8712864,-76.9801713,Cluster 34,Ward 8,Middle,194.0,5.72,1.0,600.0,406.0,254,17.0,31.0,58.0,5.0,237.0,34.0,50.0,64.0,84.0,8934924.0022365,3180.0,4332477.0,2179548.0,0.3466666666666667,0.3233333333333333,111.0,232.0,0.15315315315315314,0.08173076923076923,0.27927927927927926,0.14903846153846154,0.5225225225225225,0.27884615384615385,0.04504504504504504,0.02403846153846154,0.14655172413793102,0.21551724137931033,0.27586206896551724,0.3620689655172414,0.17525773195876287,0.25773195876288657,0.32989690721649484,0.4329896907216495
DCPS,261,Lafayette Elementary School,PK4-5th,887.0,81.51,5.0,805.0,0.0,38.96662755,-77.06803712,Cluster 10,Ward 4,Elementary,816.0,73.92,4.0,805.0,0.0,803,438.0,11.0,5.0,70.0,737.0,402.0,5.0,5.0,0.0,12665080.0,6930.0,6366155.0,5371216.0,1.101863354037267,1.013664596273292,524.0,412.0,0.8358778625954199,0.49379932356257045,0.02099236641221374,0.012401352874859075,0.009541984732824428,0.005636978579481398,0.13358778625954199,0.07891770011273957,0.9757281553398058,0.012135922330097087,0.012135922330097087,0.0,0.49264705882352944,0.006127450980392157,0.006127450980392157,0.0
DCPS,262,Langdon Elementary School,PK3-5th,353.0,65.73,4.0,500.0,147.0,38.92470416,-76.97708185,Cluster 22,Ward 5,Elementary,324.0,72.65,4.0,500.0,176.0,340,158.0,91.0,48.0,146.0,292.0,138.0,70.0,39.0,14.0,6921951.503670291,2610.0,3895729.0,2804787.0,0.706,0.648,443.0,261.0,0.35665914221218964,0.4475920679886686,0.2054176072234763,0.2577903682719547,0.10835214446952596,0.1359773371104816,0.3295711060948081,0.41359773371104813,0.5287356321839081,0.2681992337164751,0.14942528735632185,0.05363984674329502,0.42592592592592593,0.21604938271604937,0.12037037037037036,0.043209876543209874
DCPS,370,Langley Elementary School,PK3-5th,290.0,32.07,2.0,530.0,240.0,38.91516879,-77.00588662,Cluster 21,Ward 5,Elementary,275.0,14.26,1.0,530.0,255.0,232,78.0,71.0,48.0,5.0,250.0,107.0,68.0,42.0,21.0,8813882.94834839,3100.0,4355320.0,2581967.0,0.5471698113207547,0.5188679245283019,202.0,238.0,0.38613861386138615,0.2689655172413793,0.35148514851485146,0.24482758620689654,0.2376237623762376,0.16551724137931034,0.024752475247524754,0.017241379310344827,0.4495798319327731,0.2857142857142857,0.17647058823529413,0.08823529411764706,0.3890909090909091,0.24727272727272728,0.15272727272727274,0.07636363636363637
DCPS,264,LaSalle-Backus Education Campus,PK3-8th,382.0,64.1,4.0,400.0,18.0,38.95997214,-76.99988254,Cluster 19,Ward 4,Education Campus/Multi,363.0,55.23,3.0,400.0,37.0,386,183.0,84.0,48.0,23.0,352.0,175.0,76.0,40.0,25.0,11204438.0042095,3520.0,5534604.0,3244381.0,0.955,0.9075,338.0,316.0,0.5414201183431953,0.4790575916230366,0.2485207100591716,0.2198952879581152,0.14201183431952663,0.1256544502617801,0.06804733727810651,0.060209424083769635,0.5537974683544303,0.24050632911392406,0.12658227848101267,0.07911392405063292,0.4820936639118457,0.209366391184573,0.11019283746556474,0.06887052341597796
DCPS,266,Leckie Education Campus,PK3-8th,529.0,32.15,2.0,580.0,51.0,38.82819678,-77.01289191,Cluster 39,Ward 8,Education Campus/Multi,558.0,33.85,2.0,580.0,22.0,465,176.0,127.0,114.0,,490.0,197.0,154.0,102.0,17.0,10202107.77872032,4740.0,5409962.0,4062673.0,0.9120689655172414,0.9620689655172414,,470.0,,0.332703213610586,,0.24007561436672967,,0.21550094517958412,,,0.41914893617021276,0.3276595744680851,0.2170212765957447,0.036170212765957444,0.35304659498207885,0.27598566308243727,0.1827956989247312,0.03046594982078853
DCPS,271,Ludlow-Taylor Elementary School,PK3-5th,439.0,51.87,3.0,493.0,54.0,38.89874414,-76.99649249,Cluster 25,Ward 6,Elementary,414.0,77.61,4.0,493.0,79.0,335,222.0,32.0,5.0,34.0,314.0,184.0,53.0,18.0,5.0,8931684.255332343,3510.0,4973431.0,3440238.0,0.8904665314401623,0.8397565922920892,293.0,260.0,0.757679180887372,0.5056947608200456,0.10921501706484642,0.07289293849658314,0.017064846416382253,0.011389521640091117,0.11604095563139932,0.0774487471526196,0.7076923076923077,0.20384615384615384,0.06923076923076923,0.019230769230769232,0.4444444444444444,0.1280193236714976,0.043478260869565216,0.012077294685990338
DCPS,884,Luke Moore Alternative High School,9th-12th,288.0,,,350.0,62.0,38.93227638,-76.99231633,Cluster 22,Ward 5,High,251.0,29.69,2.0,350.0,99.0,165,5.0,5.0,13.0,5.0,184.0,17.0,16.0,35.0,111.0,7232096.006766069,3620.0,3618704.0,2887150.0,0.8228571428571428,0.7171428571428572,28.0,179.0,0.17857142857142858,0.017361111111111112,0.17857142857142858,0.017361111111111112,0.4642857142857143,0.04513888888888889,0.17857142857142858,0.017361111111111112,0.09497206703910614,0.0893854748603352,0.19553072625698323,0.6201117318435754,0.06772908366533864,0.06374501992031872,0.1394422310756972,0.44223107569721115
DCPS,420,MacFarland Middle School,6th-8th,354.0,31.12,2.0,590.0,236.0,38.94360856,-77.02777641,Cluster 18,Ward 4,Middle,132.0,55.13,3.0,590.0,458.0,387,176.0,71.0,57.0,130.0,144.0,90.0,15.0,5.0,5.0,,,1637757.0,1235843.0,0.6,0.22372881355932203,434.0,115.0,0.4055299539170507,0.4971751412429379,0.16359447004608296,0.20056497175141244,0.1313364055299539,0.16101694915254236,0.2995391705069124,0.3672316384180791,0.782608695652174,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.6818181818181818,0.11363636363636363,0.03787878787878788,0.03787878787878788
DCPS,308,Malcolm X Elementary School @ Green,PK3-5th,242.0,42.32,3.0,520.0,278.0,38.8416454,-76.98339857,Cluster 38,Ward 8,Elementary,256.0,41.51,3.0,520.0,264.0,212,81.0,39.0,50.0,39.0,234.0,100.0,77.0,53.0,0.0,6366471.149535671,2290.0,3473247.0,2415497.0,0.4653846153846154,0.49230769230769234,209.0,230.0,0.3875598086124402,0.3347107438016529,0.18660287081339713,0.16115702479338842,0.23923444976076555,0.2066115702479339,0.18660287081339713,0.16115702479338842,0.43478260869565216,0.3347826086956522,0.23043478260869565,0.0,0.390625,0.30078125,0.20703125,0.0
DCPS,273,Mann Elementary School,PK4-5th,397.0,85.65,5.0,428.0,31.0,38.93429231,-77.08782619,Cluster 13,Ward 3,Elementary,400.0,87.12,5.0,428.0,28.0,374,235.0,17.0,5.0,5.0,375.0,204.0,5.0,5.0,0.0,6945972.0022365,3350.0,3721473.0,3138698.0,0.927570093457944,0.9345794392523364,262.0,214.0,0.8969465648854962,0.5919395465994962,0.0648854961832061,0.042821158690176324,0.019083969465648856,0.012594458438287154,0.019083969465648856,0.012594458438287154,0.9532710280373832,0.02336448598130841,0.02336448598130841,0.0,0.51,0.0125,0.0125,0.0
DCPS,284,Marie Reed Elementary School,PK3-5th,437.0,67.93,4.0,486.0,49.0,38.91911214,-77.04082224,Cluster 1,Ward 1,Elementary,427.0,83.7,5.0,486.0,59.0,358,196.0,58.0,24.0,5.0,344.0,182.0,62.0,30.0,5.0,10435364.13395225,3940.0,5364019.0,3545238.0,0.8991769547325102,0.8786008230452675,283.0,279.0,0.6925795053003534,0.448512585812357,0.2049469964664311,0.13272311212814644,0.08480565371024736,0.05491990846681922,0.0176678445229682,0.011441647597254004,0.6523297491039427,0.2222222222222222,0.10752688172043011,0.017921146953405017,0.4262295081967213,0.1451990632318501,0.0702576112412178,0.0117096018735363
DCPS,274,Maury Elementary School,PK3-5th,407.0,83.15,5.0,0.0,0.0,38.89243712,-76.97856502,Cluster 25,Ward 6,Elementary,407.0,94.38,5.0,388.0,0.0,339,196.0,21.0,12.0,5.0,330.0,204.0,48.0,5.0,0.0,7265554.311210605,3780.0,3846236.0,3337536.0,inf,1.0489690721649485,234.0,257.0,0.8376068376068376,0.48157248157248156,0.08974358974358974,0.051597051597051594,0.05128205128205128,0.029484029484029485,0.021367521367521368,0.012285012285012284,0.7937743190661478,0.1867704280155642,0.019455252918287938,0.0,0.5012285012285013,0.11793611793611794,0.012285012285012284,0.0
DCPS,435,McKinley Middle School,6th-8th,231.0,18.81,1.0,,,38.91522012,-77.00412244,Cluster 21,Ward 5,Education Campus/Multi,241.0,26.23,2.0,,,259,5.0,38.0,93.0,118.0,269.0,26.0,51.0,84.0,106.0,6069202.000127314,2500.0,3112876.0,1889210.0,,,254.0,267.0,0.01968503937007874,0.021645021645021644,0.14960629921259844,0.1645021645021645,0.3661417322834646,0.4025974025974026,0.4645669291338583,0.5108225108225108,0.09737827715355805,0.19101123595505617,0.3146067415730337,0.3970037453183521,0.1078838174273859,0.21161825726141079,0.34854771784232363,0.43983402489626555
DCPS,458,McKinley Technology High School,9th-12th,633.0,87.04,5.0,,,38.91522012,-77.00412244,Cluster 21,Ward 5,,620.0,85.43,5.0,,,631,125.0,206.0,220.0,67.0,615.0,209.0,206.0,138.0,39.0,14105815.999685835,6460.0,7518785.0,4611122.0,,,618.0,592.0,0.2022653721682848,0.19747235387045814,0.3333333333333333,0.325434439178515,0.3559870550161812,0.34755134281200634,0.10841423948220065,0.10584518167456557,0.3530405405405405,0.34797297297297297,0.23310810810810811,0.06587837837837837,0.3370967741935484,0.33225806451612905,0.22258064516129034,0.06290322580645161
DCPS,280,Miner Elementary School,PK3-5th,361.0,24.53,2.0,550.0,189.0,38.89737602,-76.98290432,Cluster 25,Ward 6,Elementary,345.0,45.31,3.0,550.0,205.0,284,126.0,64.0,48.0,25.0,268.0,178.0,42.0,11.0,5.0,10202898.823345274,4050.0,5091971.0,3519622.0,0.6563636363636364,0.6272727272727273,263.0,236.0,0.4790874524714829,0.3490304709141274,0.24334600760456274,0.1772853185595568,0.18250950570342206,0.1329639889196676,0.09505703422053231,0.06925207756232687,0.7542372881355932,0.17796610169491525,0.046610169491525424,0.0211864406779661,0.5159420289855072,0.12173913043478261,0.03188405797101449,0.014492753623188406
DCPS,285,Moten Elementary School,PK3-5th,323.0,19.87,1.0,480.0,157.0,38.856656,-76.98294368,Cluster 37,Ward 8,Elementary,401.0,13.63,1.0,480.0,79.0,322,84.0,80.0,94.0,51.0,360.0,57.0,90.0,107.0,97.0,9921336.53464541,4270.0,4914177.0,3430796.0,0.6729166666666667,0.8354166666666667,309.0,351.0,0.27184466019417475,0.26006191950464397,0.2588996763754045,0.2476780185758514,0.3042071197411003,0.29102167182662536,0.1650485436893204,0.15789473684210525,0.1623931623931624,0.2564102564102564,0.30484330484330485,0.27635327635327633,0.14214463840399003,0.22443890274314215,0.26683291770573564,0.24189526184538654
DCPS,287,Murch Elementary School,PK4-5th,601.0,92.3,5.0,730.0,129.0,38.95293352,-77.07007921,Cluster 12,Ward 3,Elementary,573.0,79.07,4.0,0.0,0.0,579,348.0,38.0,5.0,5.0,538.0,364.0,53.0,10.0,0.0,11984592.0022365,6340.0,5692681.0,4513199.0,0.8232876712328767,inf,396.0,427.0,0.8787878787878788,0.5790349417637272,0.09595959595959595,0.0632279534109817,0.012626262626262626,0.008319467554076539,0.012626262626262626,0.008319467554076539,0.8524590163934426,0.12412177985948478,0.0234192037470726,0.0,0.6352530541012217,0.0924956369982548,0.017452006980802792,0.0
DCPS,288,Nalle Elementary School,PK3-5th,370.0,54.86,3.0,400.0,30.0,38.88595442,-76.93079651,Cluster 33,Ward 7,Elementary,387.0,44.78,3.0,400.0,13.0,313,184.0,55.0,30.0,11.0,327.0,181.0,105.0,13.0,5.0,9386882.004541112,3890.0,4589598.0,3373621.0,0.925,0.9675,280.0,304.0,0.6571428571428571,0.4972972972972973,0.19642857142857142,0.14864864864864866,0.10714285714285714,0.08108108108108109,0.039285714285714285,0.02972972972972973,0.5953947368421053,0.34539473684210525,0.04276315789473684,0.01644736842105263,0.46770025839793283,0.2713178294573643,0.03359173126614987,0.012919896640826873
DCPS,290,Noyes Elementary School,PK3-5th,224.0,29.81,2.0,379.0,155.0,38.92517798,-76.99184288,Cluster 22,Ward 5,Elementary,195.0,25.08,2.0,379.0,184.0,222,132.0,38.0,11.0,5.0,190.0,100.0,37.0,11.0,5.0,6842275.239834971,2140.0,3301360.0,1978631.0,0.5910290237467019,0.5145118733509235,186.0,153.0,0.7096774193548387,0.5892857142857143,0.20430107526881722,0.16964285714285715,0.05913978494623656,0.049107142857142856,0.026881720430107527,0.022321428571428572,0.6535947712418301,0.24183006535947713,0.0718954248366013,0.032679738562091505,0.5128205128205128,0.18974358974358974,0.05641025641025641,0.02564102564102564
DCPS,201,Oyster Adams Bilingual School (Adams),4th-8th,343.0,77.53,4.0,348.0,5.0,38.91730954,-77.04437725,Cluster 1,Ward 1,Middle,347.0,80.14,5.0,348.0,1.0,,,,,,,,,,,,,,,0.985632183908046,0.9971264367816092,,,,,,,,,,,,,,,,,,
DCPS,292,Oyster Adams Bilingual School (Oyster),PK4-3rd,363.0,77.53,4.0,375.0,12.0,38.92359583,-77.05720337,Cluster 15,Ward 3,Elementary,330.0,80.14,5.0,375.0,45.0,686,422.0,76.0,5.0,5.0,646.0,398.0,71.0,5.0,5.0,16505914.0,6430.0,8171881.0,6032467.0,0.968,0.88,508.0,479.0,0.8307086614173228,1.162534435261708,0.14960629921259844,0.209366391184573,0.00984251968503937,0.013774104683195593,0.00984251968503937,0.013774104683195593,0.8308977035490606,0.14822546972860126,0.010438413361169102,0.010438413361169102,1.206060606060606,0.21515151515151515,0.015151515151515152,0.015151515151515152
DCPS,294,Patterson Elementary School,PK3-5th,386.0,16.94,1.0,498.0,112.0,38.82696636,-77.00848471,Cluster 39,Ward 8,Elementary,374.0,17.74,1.0,498.0,124.0,353,89.0,113.0,76.0,70.0,322.0,195.0,49.0,5.0,0.0,10000778.553596798,4060.0,5470958.0,3406907.0,0.7751004016064257,0.751004016064257,348.0,249.0,0.2557471264367816,0.23056994818652848,0.32471264367816094,0.2927461139896373,0.21839080459770116,0.19689119170984457,0.20114942528735633,0.18134715025906736,0.7831325301204819,0.19678714859437751,0.020080321285140562,0.0,0.5213903743315508,0.13101604278074866,0.013368983957219251,0.0
DCPS,295,Payne Elementary School,PK3-5th,346.0,71.93,4.0,348.0,2.0,38.88517068,-76.98498373,Cluster 26,Ward 6,Elementary,315.0,40.08,3.0,348.0,33.0,268,109.0,60.0,45.0,38.0,283.0,91.0,90.0,62.0,27.0,8589652.729458086,2890.0,4294371.0,2578206.0,0.9942528735632183,0.9051724137931034,252.0,270.0,0.43253968253968256,0.315028901734104,0.23809523809523808,0.17341040462427745,0.17857142857142858,0.13005780346820808,0.15079365079365079,0.10982658959537572,0.337037037037037,0.3333333333333333,0.22962962962962963,0.1,0.28888888888888886,0.2857142857142857,0.19682539682539682,0.08571428571428572
DCPS,301,Peabody Elementary School (Capitol Hill Cluster),PK3-KG,226.0,,,240.0,14.0,38.89289632,-76.99985799,Cluster 25,Ward 6,Elementary,227.0,,,240.0,13.0,88,60.0,5.0,5.0,5.0,88.0,64.0,5.0,5.0,0.0,4900184.072911319,2300.0,2499346.0,2305263.0,0.9416666666666667,0.9458333333333333,75.0,74.0,0.8,0.26548672566371684,0.06666666666666667,0.022123893805309734,0.06666666666666667,0.022123893805309734,0.06666666666666667,0.022123893805309734,0.8648648648648649,0.06756756756756757,0.06756756756756757,0.0,0.28193832599118945,0.022026431718061675,0.022026431718061675,0.0
DCPS,478,"Phelps Architecture, Construction, and Engineering High School",9th-12th,265.0,54.27,3.0,512.0,247.0,38.90199202,-76.97189763,Cluster 23,Ward 5,High,260.0,44.7,3.0,512.0,252.0,264,43.0,63.0,79.0,75.0,261.0,35.0,49.0,94.0,80.0,8835779.994462866,3610.0,4196996.0,2765707.0,0.517578125,0.5078125,260.0,258.0,0.16538461538461538,0.16226415094339622,0.2423076923076923,0.23773584905660378,0.3038461538461538,0.2981132075471698,0.28846153846153844,0.2830188679245283,0.13565891472868216,0.18992248062015504,0.3643410852713178,0.31007751937984496,0.1346153846153846,0.18846153846153846,0.36153846153846153,0.3076923076923077
DCPS,299,Plummer Elementary School,PK3-5th,331.0,43.81,3.0,448.0,117.0,38.8872402,-76.93993468,Cluster 33,Ward 7,Elementary,375.0,45.35,3.0,448.0,73.0,293,92.0,102.0,59.0,27.0,341.0,113.0,169.0,33.0,17.0,10843364.867150526,4670.0,5156682.0,3468759.0,0.7388392857142857,0.8370535714285714,280.0,332.0,0.32857142857142857,0.27794561933534745,0.36428571428571427,0.3081570996978852,0.21071428571428572,0.1782477341389728,0.09642857142857143,0.08157099697885196,0.34036144578313254,0.5090361445783133,0.09939759036144578,0.05120481927710843,0.30133333333333334,0.45066666666666666,0.088,0.04533333333333334
